"random.ID","입학일자","교육과정","등록학기","학년","주야","현학적","학과명","성별","전공1","전공2","부전공","비고","공학인증여부"
"kBSb3QIv",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","경영학","","연계",""
"JowJPy33",20150301,NA,2,1,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","뇌 인지과학","","연계",""
"jlL5pIpR",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","제품디자인","컴퓨터공학","","연계",""
"NA8oJwuT",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"ow1hN21O",20150301,NA,2,1,"주간","일반휴학","국제어문학부","남","영어","ICT융합","","연계",""
"q7JcLuQW",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"SMr5A8TN",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"sj8qEVdA",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"4B2CxIPR",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"NvTuj4xc",20150301,NA,3,2,"주간","입학","국제어문학부","남","영어","Christian Studies","","연계",""
"F3OmNtI3",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","경제학","","연계",""
"gntyJdct",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"7neZ4w0c",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"B65ZfpOq",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"rDLtZQ0W",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","US and International Law","","연계",""
"LYVBSH5N",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"AY2aTHyk",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"pZGtwwoo",20150301,NA,3,2,"주간","입학","국제어문학부","여","영어","언론정보학","","연계",""
"N4hs0ahh",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"GP7vJ9Ik",20150301,NA,2,1,"주간","일반휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"Qm2ZFAiz",20150301,NA,3,2,"주간","입학","경영경제학부","여","경영학","국제지역학","","연계",""
"cUHwd0ST",20150301,NA,1,1,"주간","제적","글로벌리더십학부","남","","","","",""
"tISzvQ10",20150301,NA,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"ZeHDNMkc",20150301,NA,2,1,"주간","군입대휴학","국제어문학부","남","국제지역학","상담심리학","","연계",""
"e4PrJmUy",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"dXZkf826",20150301,NA,3,2,"주간","입학","전산전자공학부","남","컴퓨터공학","Global Entrepreneurship","","연계",""
"azEAn8Ej",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"CnoieY2G",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","한국법","","연계",""
"ekAqNNtW",20150301,NA,2,1,"주간","복학","글로벌리더십학부","여","","","","",""
"m71S77fc",20150301,NA,3,2,"주간","입학","법학부","여","한국법","국제지역학","","연계",""
"hBZleQRX",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","남","상담심리학","사회복지학","","복수",""
"P0HfLJAY",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"FUVPIOQW",20150301,NA,2,1,"주간","군입대휴학","언론정보문화학부","남","언론정보학","국제지역학","","연계",""
"AkbRp35e",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"g77MOT4Z",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"Kb1Aqgpj",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","경영학","","연계",""
"ns9c19c6",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","공연영상학","언론정보학","","복수",""
"NkAuPU9k",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","남","사회복지학","상담심리학","","복수",""
"nB1Nb3Y0",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"70BPUnfm",20150301,NA,1,1,"주간","일반휴학","글로벌리더십학부","남","","","","",""
"cA6tsZNR",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","영어","","연계",""
"MhfHWvhx",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","국제지역학","","연계",""
"fDL5X6TE",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"swJagnb9",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학심화","","","","공학인증"
"FRUXkh7T",20150301,NA,3,2,"주간","입학","경영경제학부","남","경영학","경제학","","복수",""
"egwLxbYp",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"rj3UwiVL",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학심화","","","","공학인증"
"l7mLs6m0",20150301,NA,3,2,"주간","입학","기계제어공학부","남","전자제어공학","기계공학","","복수",""
"0Km9fwVb",20150301,NA,1,1,"주간","일반휴학","글로벌리더십학부","남","","","","",""
"FrUeDPPd",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"ZaLHGKgA",20150301,NA,3,2,"주간","입학","경영경제학부","여","경영학","컴퓨터공학","","연계",""
"ZIGXd0OD",20150301,NA,3,2,"주간","입학","경영경제학부","여","경제학","국제지역학","","연계",""
"8JXI88Yh",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학심화","","","","공학인증"
"psaDacAH",20150301,NA,3,2,"주간","입학","전산전자공학부","여","전자공학심화","","","","공학인증"
"pAqywWd8",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","언론정보학","시각디자인","","연계",""
"fd49Au7M",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","컴퓨터공학","","연계",""
"DJ4QbWQo",20150301,NA,3,2,"주간","입학","경영경제학부","여","경제학","상담심리학","","연계",""
"F5NaduVn",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"XsLEm6Qr",20150301,NA,3,2,"주간","입학","법학부","남","한국법","컴퓨터공학","","연계",""
"dnjglfQL",20150301,NA,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"TgMqWuvO",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"HjUfaBsw",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"Aig96p0Q",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"2tCKhgfe",20150301,NA,3,2,"주간","입학","경영경제학부","여","경영학","경제학","","복수",""
"pTQ6khzb",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"MDSZaJhc",20150301,NA,2,1,"주간","복학","글로벌리더십학부","남","","","","",""
"xpTmwUdQ",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","언론정보학","시각디자인","","연계",""
"lz47KCUz",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"Nd2dOawv",20150301,NA,3,2,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"I7OCtH2Z",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"9SDw9K7O",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"GN4tVIel",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"FguxQl4Z",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","사회복지학","","연계",""
"tQMFB2P4",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"E0ipBdSh",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"0HAYmuLV",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","상담심리학","","연계",""
"IpXzACJv",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"QdQLhbPJ",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"oL8pN0Q4",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"KHgyg8MP",20150301,NA,3,2,"주간","입학","경영경제학부","남","경제학","전자공학","","연계",""
"lQ30iCRv",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"E8CHcTMn",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"RVw19LPJ",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"azMbvShI",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"BBDLhbng",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"xNP6McSp",20150301,NA,2,1,"주간","군입대휴학","콘텐츠융합디자인학부","남","시각디자인","영어","","연계",""
"PeNuT4U1",20150301,NA,3,2,"주간","입학","경영경제학부","여","경제학","ICT융합","","연계",""
"Ue627FQX",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"HwNk5b25",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","언론정보학","ICT융합","","연계",""
"Q3QiFwZf",20150301,NA,2,1,"주간","군입대휴학","생명과학부","남","생명과학(33)","컴퓨터공학","","연계",""
"vO0thS37",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(33)","상담심리학","","연계",""
"xPUPJilA",20150301,NA,3,2,"주간","입학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"0pude2vx",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"MqKogoJU",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","공연영상학","언론정보학","","복수",""
"PmaTK0Mj",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","제품디자인","","연계",""
"0F7x7i3U",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"kzYKEdak",20150301,NA,1,1,"주간","일반휴학","글로벌리더십학부","여","","","","",""
"eiNPs31R",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","남","상담심리학","시각디자인","","연계",""
"QKqFqvlf",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"vKYz4Uzh",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"CA6KUoRk",20150301,NA,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"ygEjha72",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"q0rrsu5x",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"X22YsMVu",20150301,NA,3,2,"주간","입학","법학부","여","US and International Law","국제지역학","","연계",""
"1STCPFmH",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","제품디자인","시각디자인","","복수",""
"2sjchZYY",20150901,NA,2,1,"주간","입학","글로벌리더십학부","남","","","","",""
"vHJS16RV",20150901,NA,2,1,"주간","입학","글로벌리더십학부","남","","","","",""
"KzX4BXpw",20150901,NA,2,1,"주간","입학","글로벌리더십학부","여","","","","",""
"pJUcJ2Bn",20150901,NA,2,1,"주간","입학","글로벌리더십학부","여","","","","",""
"rfdDm5jO",20150901,NA,2,1,"주간","입학","글로벌리더십학부","여","","","","",""
"IZqlrAe4",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"rXClijD1",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"JAUYzHAo",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Yaph4P1t",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","컴퓨터공학심화","","","","공학인증"
"mP40ylcA",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","컴퓨터공학심화","","","","공학인증"
"2Ris1P9r",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"0vOfhf0q",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"kdtbcNz1",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"Cr9Ti1TI",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"uTSlkenY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"U5WPKM5Q",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"CEXePFHH",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"jv6XXmSn",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"iKBGTDfh",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Au0T7ETs",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"tAvDogB2",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"3s90tb4l",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"H89bQXOY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"hI34M7mt",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"0wzrHPLW",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"we5cgbnm",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"fKdZjXfD",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"qWE0YwJV",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Tz2V3JNB",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"me3xpBoU",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"FCkd3u5p",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"WtYIr2E0",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"IjYWuHI4",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"GGyR5lUQ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"GLJFJXKf",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"fUjVgYlE",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"XvU4UxKf",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"Dr2Dv6Yi",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"iDPGt9LY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"o7ELcsGD",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"vxqB3Qdr",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"cn2pkQwm",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"yor7AIiZ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"idNW88o7",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"gYBk8oCu",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"TXEteold",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"JWFsvkqO",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"QCyr4Jnh",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"wtaMIMLW",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"bsc2exzA",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"LAFFyXTo",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"4gQ2bdVE",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"0Z0Rxxfi",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"akmayAcO",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"c2w2Ycc2",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"bhlmO13W",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"elLw6m61",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"RUfbF1Af",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"UmYxwvOs",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","컴퓨터공학심화","","","","공학인증"
"9djULgB1",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Q5iId07w",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"er9ZoKe3",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"v8XWeop4",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"UAwfdMAo",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","전자공학심화","","","","공학인증"
"8mviwWw9",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"XlGGBekT",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"BEYGrOGw",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"otsRzdIE",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"6q23NaBc",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","컴퓨터공학심화","","","","공학인증"
"X8LteOrs",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"laOVwl1C",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"vDLXrjGU",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"nXSPDUnx",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"oBX62irY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"EpgwcWmu",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"PQrWrLD5",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"0bjs6sbd",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"u2WsIETv",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"2npcFtRi",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"ecAY30lc",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"DseA69vY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"AqPBEP4V",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"lUBQuIbd",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"gS3DhSVR",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","컴퓨터공학심화","","","","공학인증"
"haMx8KDU",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"OGzfgJwF",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"FyP9oHtq",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"KRSVy2CJ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"jJefBbnv",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"3jXZfAt6",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"U9on2X5O",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","전자공학심화","","","","공학인증"
"ftQCmdAh",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","전자공학심화","","","","공학인증"
"9Xd3sKjc",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"G45HiM9B",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"j0kdcTXr",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"1f4bGp7m",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"mvVyfBE4",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"whMK8MSJ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"4tpCmMBM",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"s9YJxftn",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"G6QJzgL0",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"zBvFba3M",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"PJkHUMAY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"5sFv2YgN",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"3LNhXVWk",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"kBLG7kw9",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"PyFS2lGD",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"oKdpYtVo",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Q4HE2wbv",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"Jehidugv",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"f39fMvhQ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"b31CEW7i",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"8nPJGCz4",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"9478KNjq",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"WRx0I2ua",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"MOfyigsm",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","컴퓨터공학심화","","","","공학인증"
"vw9aPvjt",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"JNuyUD72",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"ygJNvJvG",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"yOfuZzgj",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"G0v9y7iy",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","컴퓨터공학심화","","","","공학인증"
"gExJU2SR",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"NU0oDoF0",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"2jMCGXsn",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"aTh05bST",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"WxUZQP9g",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"eNmkDSvD",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"aWohUXKn",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"ahrvxXiz",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"rbeAaCp5",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"9HQfnEBx",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"y2UytSe0",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"jZAGnL8w",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"ETXJR63y",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","컴퓨터공학심화","","","","공학인증"
"bQIQ4cSl",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"TTABd8qC",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"tSpVhAGN",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"VuQtIfgV",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Qy0Ktmu3",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"PCcFjDkg",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"hHywR4WZ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"GmahiAXx",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"CJpZt72l",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"D1YNISYL",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"3JMkCnv6",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"ITvjPwEh",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"useWxoVz",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"D08DuCCK",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"WNkX7Xvy",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"jf0z1R7V",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"e7g5JZ8A",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"jnnFLLCY",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"LWynVyDs",20160301,NA,0,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"GrSJsPXF",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"aUkL29ji",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"jHyL9ncI",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Rr7nLIYP",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"9679C42Z",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"y1qYTIx6",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"xxaFET5i",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"lWtoiewz",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"iyRJsxYB",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"Q8dXHBvB",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"FYwc1xsJ",20160301,NA,1,1,"주간","입학","글로벌리더십학부","여","","","","",""
"WOQi6FVH",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","전자공학심화","","","","공학인증"
"BxgUB7tl",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"ArGhohtr",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"D50d4rWI",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"zW4fB7GA",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"Z3D5vp3z",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","","","","",""
"RsBntgQ6",20160301,NA,1,1,"주간","입학","글로벌리더십학부","남","전자공학심화","","","","공학인증"
