학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부
21500807,20150301,,3,2,주간,입학,공간환경시스템공학부,여,도시환경공학,건설공학,,복수,
21500808,20150301,,3,2,주간,입학,언론정보문화학부,여,공연영상학,언론정보학,,복수,
21500809,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,제품디자인,,연계,
21500810,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500811,20150301,,1,1,주간,일반휴학,글로벌리더십학부,여,,,,,
21500812,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,시각디자인,,연계,
21500813,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500814,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500815,20150301,,1,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21500816,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500817,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500818,20150301,,3,2,주간,입학,법학부,여,US and International Law,국제지역학,,연계,
21500819,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,남,제품디자인,시각디자인,,복수,
21500820,20150901,,2,1,주간,입학,글로벌리더십학부,남,,,,,
21500821,20150901,,2,1,주간,입학,글로벌리더십학부,남,,,,,
21500822,20150901,,2,1,주간,입학,글로벌리더십학부,여,,,,,
21500823,20150901,,2,1,주간,입학,글로벌리더십학부,여,,,,,
21500824,20150901,,2,1,주간,입학,글로벌리더십학부,여,,,,,
21600001,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600002,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600003,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600004,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600005,20160301,,1,1,주간,입학,글로벌리더십학부,여,컴퓨터공학심화,,,,공학인증
21600006,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600007,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600008,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600009,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600010,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600011,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600012,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600013,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600014,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600015,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600016,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600017,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600018,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600019,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600020,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600021,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600022,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600023,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600024,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600025,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600026,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600027,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600028,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600029,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600030,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600031,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600032,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600033,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600034,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600035,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600036,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600037,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600038,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600039,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600040,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600041,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600042,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600043,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600044,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600045,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600046,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600047,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600048,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600049,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600050,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600051,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600052,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600053,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600054,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600055,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600056,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600057,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600058,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600059,20160301,,1,1,주간,입학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21600060,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600061,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600062,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600063,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600064,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600065,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600066,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600067,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600068,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600069,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600070,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600071,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600072,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600073,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600074,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600075,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600076,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600077,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600078,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600079,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600080,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600081,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600082,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600083,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600084,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600085,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600086,20160301,,1,1,주간,입학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21600087,20160301,,1,1,주간,입학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21600088,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600089,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600090,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600091,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600092,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600093,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600094,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600095,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600096,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600097,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600098,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600099,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600100,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600101,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600102,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600103,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600104,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600105,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600106,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600107,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600108,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600109,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600110,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600111,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600112,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600113,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600114,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600115,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600116,20160301,,1,1,주간,입학,글로벌리더십학부,여,컴퓨터공학심화,,,,공학인증
21600117,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600118,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600119,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600120,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600121,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600122,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600123,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600124,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600125,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600126,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600127,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600128,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600129,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600130,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600131,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600132,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600133,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600134,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600135,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600136,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600137,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600138,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600139,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600140,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600141,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600142,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600143,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600144,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600145,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600146,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600147,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600148,20160301,,0,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21600149,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600150,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600151,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600152,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600153,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600154,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600155,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600156,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600157,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600158,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600159,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600160,20160301,,1,1,주간,입학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21600161,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600162,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600163,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600164,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600165,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600166,20160301,,1,1,주간,입학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21600167,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600168,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600169,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600170,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600171,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600172,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600173,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600174,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600175,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600176,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600177,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600178,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600179,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600180,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600181,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600182,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600183,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600184,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600185,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600186,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600187,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600188,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600189,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600190,20160301,,0,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21600191,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600192,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600193,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600194,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600195,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600196,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600197,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600198,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600199,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600200,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600201,20160301,,1,1,주간,입학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21600202,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600203,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600204,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600205,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600206,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600207,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600208,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600209,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600210,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600211,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600212,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600213,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600214,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600215,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600216,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600217,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600218,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600219,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600220,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600221,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600222,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600223,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600224,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600225,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600226,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600227,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600228,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600229,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600230,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600231,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600232,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600233,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600234,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600235,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600236,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600237,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600238,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600239,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600240,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600241,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600242,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600243,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600244,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600245,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600246,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600247,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600248,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600249,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600250,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600251,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600252,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600253,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600254,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600255,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600256,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600257,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600258,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600259,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600260,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600261,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600262,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600263,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600264,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600265,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600266,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600267,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600268,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600269,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600270,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600271,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600272,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600273,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600274,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600275,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600276,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600277,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600278,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600279,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600280,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600281,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600282,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600283,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600284,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600285,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600286,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600287,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600288,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600289,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600290,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600291,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600292,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600293,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600294,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600295,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600296,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600297,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600298,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600299,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600300,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600301,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600302,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600303,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600304,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600305,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600306,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600307,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600308,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600309,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600310,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600311,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600312,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600313,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600314,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600315,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600316,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600317,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600318,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600319,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600320,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600321,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600322,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600323,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600324,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600325,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600326,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600327,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600328,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600329,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600330,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600331,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600332,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600333,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600334,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600335,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600336,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600337,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600338,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600339,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600340,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600341,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600342,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600343,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600344,20160301,,1,1,주간,입학,글로벌리더십학부,여,전자공학심화,,,,공학인증
21600345,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600346,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600347,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600348,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600349,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600350,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600352,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600353,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600354,20160301,,1,1,주간,입학,글로벌리더십학부,남,컴퓨터공학심화,,,,공학인증
21600355,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
21600356,20160301,,1,1,주간,입학,글로벌리더십학부,여,,,,,
21600357,20160301,,1,1,주간,입학,글로벌리더십학부,남,,,,,
