year,semester,subjectCode,num_x,capacity,classroom,student_count,time,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,time_conv,course,random.ID,num_y
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,v75aITHV,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,Qv5xR46e,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,6tb38w30,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,mHLQdl1C,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,64k0hsoA,3
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,iKBGTDfh,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,qWE0YwJV,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,lUBQuIbd,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,haMx8KDU,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,zW4fB7GA,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,UBNwx2QX,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,WRGPMc1Z,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,9YsHzOgS,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,QR9Vugte,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,VAU1l5gw,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,BKqWGYPB,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,XDn6UsCp,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,dX2uX0gy,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,wuk7z9EW,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,WOVTKr33,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,h012WfCI,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,Sv030Bbw,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,VvdoQQJc,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,3LWTw6CO,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,Krsl5qaM,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,kpY8aOSZ,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,HUnY1wm4,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,FES55M2G,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,nBrhELjC,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,7iAObFlV,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,9M1Ggvfd,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,QCL623KB,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,EpClArOd,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,loO9iwkS,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,0jGBnCf8,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,6lrqpVKS,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,W8ayhl9w,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,6VSW4EQK,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,bQQFBxCy,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,eDlNmqH2,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,hvp0QDIn,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,S9wHq9lP,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,fTm2eLqX,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,gD6DbvA5,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,NFbmLuRm,1
